Time_Random Time_Random_Adjust Space_Random Result Performance_Result Line_Number
0.3453 0.3423 0.9984 SUCCES PSUCC mg.f:665
0.6708 0.6721 0.4416 SUCCES PSUCC mg.f:679
0.7612 0.7558 0.8123 SUCCES PSUCC mg.f:665
0.5865 0.5867 0.7546 SUCCES PSUCC mg.f:595
0.3298 0.3303 0.0580 SUCCES PSUCC mg.f:667
0.9184 0.9183 0.4290 SUCCES PSUCC mg.f:595
0.7518 0.7522 0.8768 SUCCES PSUCC mg.f:846
0.0768 0.0764 0.8207 SUCCES PSUCC mg.f:595
0.9032 0.8967 0.7628 SUCCES PSUCC mg.f:665
0.2348 0.2328 0.7100 SUCCES PSUCC mg.f:679
0.9736 0.9671 0.0134 SUCCES PSUCC mg.f:604
0.3082 0.3080 0.9603 SUCCES PSUCC mg.f:595
0.6330 0.6285 0.9048 SUCCES PSUCC mg.f:679
0.4624 0.4635 0.8500 SUCCES PSUCC mg.f:679
0.5473 0.5433 0.7158 SUCCES PSUCC mg.f:595
0.3772 0.3767 0.1634 SUCCES PSUCC mg.f:593
0.7041 0.6989 0.6055 SUCCES PSUCC mg.f:595
0.4425 0.4395 0.4078 SUCCES PSUCC mg.f:595
0.2764 0.2747 0.8571 SUCCES PSUCC mg.f:679
0.6018 0.6035 0.2988 SUCCES PSUCC mg.f:667
0.1931 0.1934 0.6696 SUCCES PSUCC mg.f:667
0.2880 0.2876 0.0446 SUCCES PSUCC mg.f:665
0.6123 0.6081 0.4884 SUCCES PSUCC mg.f:679
0.4382 0.4351 0.4297 SUCCES PSUCC mg.f:604
0.2712 0.2695 0.8806 SUCCES PSUCC mg.f:757
0.0086 0.0087 0.6793 SUCCES PSUCC mg.f:1060
0.3356 0.3356 0.1229 SUCCES PSUCC mg.f:770
0.6659 0.6674 0.0679 SUCCES PSUCC mg.f:679
0.7546 0.7494 0.9382 SUCCES PSUCC mg.f:634
0.5836 0.5840 0.8838 SUCCES PSUCC mg.f:604
0.8262 0.8202 0.6883 SUCCES PSUCC mg.f:667
0.1515 0.1496 0.6303 SUCCES PSUCC mg.f:595
0.8983 0.8919 0.9387 SUCCES PSUCC mg.f:679
0.7222 0.7238 0.8807 SUCCES PSUCC mg.f:679
0.2244 0.2230 0.1079 SUCCES PSUCC mg.f:667
0.5493 0.5415 0.5498 SUCCES PSUCC mg.f:1422
0.8818 0.8815 0.4983 SUCCES PSUCC mg.f:595
0.7118 0.7110 0.9446 SUCCES PSUCC mg.f:604
0.5393 0.5358 0.3886 SUCCES PSUCC mg.f:757
0.7846 0.7846 0.1967 SUCCES PSUCC mg.f:597
0.6049 0.6052 0.1327 SUCCES PSUCC mg.f:755
0.4384 0.4379 0.0822 SUCCES PSUCC mg.f:595
0.2613 0.2619 0.5217 SUCCES PSUCC mg.f:679
0.3569 0.3543 0.8989 SUCCES PSUCC mg.f:679
0.6822 0.6769 0.3423 SUCCES PSUCC mg.f:604
0.4262 0.4228 0.6456 SUCCES PSUCC mg.f:679
0.7563 0.7457 0.0930 SUCCES PSUCC mg.f:850
0.4951 0.4917 0.8945 SUCCES PSUCC mg.f:663
0.8232 0.8176 0.3392 SUCCES PSUCC mg.f:679
0.0633 0.0636 0.6406 SUCCES PSUCC mg.f:663
0.7381 0.7330 0.6525 SUCCES PSUCC mg.f:663
0.2443 0.2444 0.8828 SUCCES PSUCC mg.f:604
0.5665 0.5625 0.3228 SUCCES PSUCC mg.f:667
0.3981 0.3991 0.2706 SUCCES PSUCC mg.f:679
0.4881 0.4875 0.6405 SUCCES PSUCC mg.f:679
0.8208 0.8209 0.0891 SUCCES PSUCC mg.f:667
0.6455 0.6403 0.0325 SUCCES PSUCC mg.f:604
0.4709 0.4709 0.4723 SUCCES PSUCC mg.f:770
0.2989 0.2987 0.4181 SUCCES PSUCC mg.f:679
0.1356 0.1348 0.3701 SUCCES PSUCC mg.f:770
0.3687 0.3660 0.1663 SUCCES PSUCC mg.f:597
