Time_Random Time_Random_Adjust Space_Random Result Performance_Result Line_Number
0.2138 0.1343 0.9073 SUCCES PFAIL cg.f:578
0.3257 0.2049 0.5954 SUCCES PFAIL cg.f:578
0.4452 0.2802 0.7915 SUCCES PFAIL cg.f:578
0.4676 0.2941 0.3364 SUCCES PFAIL cg.f:681
0.5767 0.3629 0.0234 SUCCES PFAIL cg.f:578
0.1923 0.1207 0.2148 SUCCES PFAIL cg.f:578
0.7207 0.4527 0.2648 SUCCES PFAIL cg.f:578
0.8365 0.5262 0.9589 SUCCES PFAIL cg.f:578
0.3595 0.2262 0.0045 SUCCES PFAIL cg.f:577
0.9731 0.6122 0.6925 SUCCES PFAIL cg.f:578
0.5859 0.3688 0.3828 SUCCES PFAIL cg.f:578
0.6188 0.3893 0.4378 SUCCES PFAIL cg.f:578
0.7283 0.4582 0.6253 SUCCES PFAIL cg.f:577
0.8427 0.5290 0.8159 SUCCES PFAIL cg.f:578
0.3699 0.2320 0.3658 SUCCES PFAIL cg.f:578
0.9844 0.6190 0.0555 SUCCES PFAIL cg.f:578
0.5059 0.3175 0.6003 SUCCES PFAIL cg.f:578
0.1172 0.0738 0.2888 SUCCES PFAIL cg.f:578
0.6500 0.4085 0.3427 SUCCES PFAIL cg.f:578
0.2614 0.1645 0.5327 SUCCES PFAIL cg.f:578
0.2888 0.1817 0.0804 SUCCES PFAIL cg.f:578
0.9018 0.5673 0.7701 SUCCES PFAIL cg.f:578
0.5173 0.3249 0.9637 SUCCES PFAIL cg.f:578
0.0435 0.0274 0.0126 SUCCES PFAIL cg.f:681
0.6583 0.4138 0.7031 SUCCES PFAIL cg.f:577
0.2680 0.1685 0.3886 SUCCES PFAIL cg.f:578
0.3855 0.2427 0.5847 SUCCES PFAIL cg.f:578
0.4098 0.2577 0.6315 SUCCES PFAIL cg.f:578
0.0274 0.0172 0.3246 SUCCES PFAIL cg.f:578
0.6370 0.4007 0.0107 SUCCES PFAIL cg.f:681
0.1680 0.1057 0.5633 SUCCES PFAIL cg.f:577
